# frequency/[Hz] Re(h)/[1/Hz] Im(h)/[1/Hz]
1.225000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.275000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.325000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.350000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.375000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.425000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.450000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.475000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.525000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.575000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.625000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.675000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.725000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.775000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.825000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.875000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.925000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.950000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.975000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 -5.203959848998615499e-23 -2.088998159263039052e-24
2.025000000000000000e+01 8.195095912332040628e-23 6.113900296928112210e-24
2.050000000000000000e+01 -1.999644516742364344e-23 -3.622996785663982679e-23
2.075000000000000000e+01 1.314739402450917233e-23 -1.364955102617817096e-24
2.100000000000000000e+01 -5.911825106318106623e-23 6.224368086730123471e-23
2.125000000000000000e+01 1.825279402240055225e-23 -3.412268832562063720e-24
2.150000000000000000e+01 3.319962418595123179e-24 2.962752098135888226e-23
2.175000000000000000e+01 3.046026869134564397e-24 6.440900469601057047e-24
2.200000000000000000e+01 1.666758972244785535e-23 -2.675137716874286343e-24
2.225000000000000000e+01 -4.379275771587470389e-24 1.380242125949483781e-23
2.250000000000000000e+01 1.224592133207274551e-23 -8.230402124862407985e-24
2.275000000000000000e+01 1.344994918502672708e-23 -9.862213847864849196e-24
2.300000000000000000e+01 2.608436617979680995e-23 1.678596907974926161e-23
2.325000000000000000e+01 -1.301301901611026991e-23 -2.434827845557956448e-24
2.350000000000000000e+01 -6.549106977895485430e-25 -2.977368326071749450e-23
2.375000000000000000e+01 -5.402496060999933152e-24 4.571716173808433939e-23
2.400000000000000000e+01 1.839036845926568622e-23 -1.164156696264934489e-23
2.425000000000000000e+01 -1.915069350978315093e-24 4.574637174831193484e-24
2.450000000000000000e+01 2.081184926094391715e-23 1.157974895698703731e-23
2.475000000000000000e+01 -2.301583366202492994e-23 -2.171188539143982744e-23
2.500000000000000000e+01 7.410369853795179834e-24 8.305852406650136395e-24
2.525000000000000000e+01 1.368077055682756180e-23 -1.081241295513619571e-23
2.550000000000000000e+01 -7.648593177454418404e-24 -3.361983634558043650e-24
2.575000000000000000e+01 1.638651531584003904e-23 3.524966544113462016e-24
2.600000000000000000e+01 -8.369162043626297600e-24 3.779530987789160193e-24
2.625000000000000000e+01 2.597866787865343725e-23 2.060834718085674887e-23
2.650000000000000000e+01 -4.056079604044645181e-24 -1.299536289774384889e-23
2.675000000000000000e+01 9.909767056068181194e-24 1.880022836316317249e-23
2.700000000000000000e+01 1.333322934938645116e-23 -6.225896463002287864e-24
2.725000000000000000e+01 -9.805969556390510885e-24 1.038989646020875122e-23
2.750000000000000000e+01 2.388579301147516556e-24 -5.380754038077625565e-25
2.775000000000000000e+01 -1.393486449342834681e-23 7.076522395446487340e-24
2.800000000000000000e+01 8.641898205787776687e-24 2.671771204472571265e-23
2.825000000000000000e+01 -1.109576551069151130e-23 -2.153857918902157856e-24
2.850000000000000000e+01 -9.407749373129128730e-24 1.537420764784126613e-23
2.875000000000000000e+01 1.863188976025125138e-24 -8.356854900812797006e-24
2.900000000000000000e+01 -9.579883988505629350e-24 -1.063855837695688702e-23
2.925000000000000000e+01 2.259989999814123140e-23 -1.032501140909104840e-23
2.950000000000000000e+01 -3.137482191097293510e-23 -1.359129284655601769e-23
2.975000000000000000e+01 3.221989529314770057e-23 -1.678649686988572416e-23
3.000000000000000000e+01 6.766109563313774406e-24 -1.439129335355562154e-23
3.025000000000000000e+01 -8.232398905398310300e-25 -1.129947259302667060e-23
3.050000000000000000e+01 -6.438435042225340514e-24 -8.053033115411321539e-24
3.075000000000000000e+01 -4.856638642368651778e-24 1.603819491810392965e-23
3.100000000000000000e+01 2.879274596288132449e-24 4.792611775667869828e-24
3.125000000000000000e+01 -4.836597595720412652e-24 1.055332210719377170e-24
3.150000000000000000e+01 1.087338126686801326e-23 5.361479372679038339e-24
3.175000000000000000e+01 -1.139453218115048325e-23 6.972933467821770307e-24
3.200000000000000000e+01 1.870103617466888801e-23 -4.145990246219017600e-24
3.225000000000000000e+01 -1.339029797882499311e-23 -2.489189692172755639e-25
3.250000000000000000e+01 1.422819914184507917e-23 7.305764016746281857e-25
3.275000000000000000e+01 3.085355689867756097e-24 4.915236134907457962e-25
3.300000000000000000e+01 1.306570756960233166e-24 1.634115043931434291e-23
3.325000000000000000e+01 4.537053340222392154e-24 -5.780662209863040116e-24
3.350000000000000000e+01 1.746133906405249187e-24 8.262442393880381087e-24
3.375000000000000000e+01 1.305216654591586388e-23 -8.316056554550930372e-24
3.400000000000000000e+01 6.246676037191698816e-24 1.854066110310320357e-23
3.425000000000000000e+01 1.397375388432604400e-23 -4.624457768631445828e-25
3.450000000000000000e+01 -6.053854675055503398e-24 1.409808769210921962e-23
3.475000000000000000e+01 3.584288871560172954e-24 -3.529562319249764036e-24
3.500000000000000000e+01 -5.488928291259109246e-24 1.106981027867280722e-24
3.525000000000000000e+01 9.687743415298430318e-24 3.016552261065502130e-24
3.550000000000000000e+01 -2.166378837489714063e-24 -1.350073821367156598e-24
3.575000000000000000e+01 2.935755647683465927e-25 7.885445698447452769e-24
3.600000000000000000e+01 1.224524648684287541e-24 -3.133682231667713720e-24
3.625000000000000000e+01 2.081506964041319951e-23 1.045587829993387170e-23
3.650000000000000000e+01 -2.595406557534921301e-24 -3.467914235999879559e-24
3.675000000000000000e+01 4.830586948309174918e-25 -1.439716625009632687e-24
3.700000000000000000e+01 1.357370657623963835e-23 -1.482385745691825386e-23
3.725000000000000000e+01 1.036032767994646171e-23 1.307422626910668697e-23
3.750000000000000000e+01 1.543843124654726775e-24 6.372971915330539158e-24
3.775000000000000000e+01 -1.105753744499273129e-23 -1.028336560323968149e-23
3.800000000000000000e+01 2.711041504752717049e-23 1.357126872471169027e-24
3.825000000000000000e+01 7.144445974632982897e-25 1.140126336601246341e-23
3.850000000000000000e+01 5.248550328645913802e-24 -9.994648045680031465e-24
3.875000000000000000e+01 -1.152029155210810983e-23 8.180077067877635464e-24
3.900000000000000000e+01 1.274795449583015822e-23 -5.392993338996086858e-24
3.925000000000000000e+01 -4.142752929291250675e-24 1.269295177341832782e-23
3.950000000000000000e+01 8.802745129917647351e-24 1.320946650431182229e-24
3.975000000000000000e+01 -1.445483033465125478e-24 -3.540747237751179646e-24
4.000000000000000000e+01 3.681076140162223821e-24 1.048522275289790896e-24
4.025000000000000000e+01 -1.013171197053595556e-23 -1.519159371854550648e-23
4.050000000000000000e+01 6.922843794006748130e-24 1.138510752569447595e-23
4.075000000000000000e+01 -6.740307680170007404e-25 -3.852107211395210246e-24
4.100000000000000000e+01 -2.102553236153323335e-24 4.393538286314540029e-24
4.125000000000000000e+01 -1.295975610445904689e-23 -3.799094395531878942e-24
4.150000000000000000e+01 1.214066545666696723e-24 1.610424528113684591e-23
4.175000000000000000e+01 6.113334722020650975e-24 -8.321606899279200758e-24
4.200000000000000000e+01 -4.639739454726572507e-24 7.990196439442285905e-24
4.225000000000000000e+01 -3.273443603099729745e-25 -4.125858116124313260e-24
4.250000000000000000e+01 4.381489906036508679e-25 1.068555591283612403e-23
4.275000000000000000e+01 2.871504170993274042e-24 -4.794040290893694593e-24
4.300000000000000000e+01 -6.237967092048849869e-24 7.973125155576533373e-24
4.325000000000000000e+01 5.435727147184346876e-24 -1.155888051470266267e-24
4.350000000000000000e+01 -8.629676102169491646e-24 3.586883939311427223e-24
4.375000000000000000e+01 5.935489867924910576e-24 -1.073354777194988414e-23
4.400000000000000000e+01 -8.865868365729585911e-24 -6.333195808121758163e-25
4.425000000000000000e+01 9.322128943098150126e-25 1.416231925848357938e-24
4.450000000000000000e+01 -1.665892759744717661e-23 -1.401518024827658550e-24
4.475000000000000000e+01 -8.989898799473533145e-24 -4.498925178745937451e-24
4.500000000000000000e+01 2.262743500441491369e-24 9.152025811547065038e-24
4.525000000000000000e+01 -7.521363226215831317e-24 -6.602452349857772759e-24
4.550000000000000000e+01 -1.662351686228973271e-24 7.262789133169755953e-24
4.575000000000000000e+01 -1.430009352794395564e-24 1.311430992606757300e-25
4.600000000000000000e+01 1.699839533910269219e-24 -5.641415075756328256e-24
4.625000000000000000e+01 3.031505895979030818e-24 -4.711056543282678732e-24
4.650000000000000000e+01 -7.092298811663946847e-24 1.272543071499648182e-24
4.675000000000000000e+01 2.201380245838155654e-25 7.540875848226605969e-24
4.700000000000000000e+01 -7.712562745295325753e-24 -6.647248933336787370e-24
4.725000000000000000e+01 1.044885072111775099e-23 3.667797673519690398e-24
4.750000000000000000e+01 7.201035494397283685e-24 4.014640065588407677e-25
4.775000000000000000e+01 1.282043511143571626e-23 5.715178270299396018e-24
4.800000000000000000e+01 -1.646398484734222341e-24 -7.432005972604589328e-24
4.825000000000000000e+01 4.869685097368892718e-24 -4.677413120910007272e-24
4.850000000000000000e+01 -5.097743021378434799e-24 -7.926422711479617041e-24
4.875000000000000000e+01 1.024366484793593090e-24 4.522490288689246955e-24
4.900000000000000000e+01 5.477066982707964064e-25 -9.017942360824424909e-24
4.925000000000000000e+01 -4.343570053297445978e-24 6.148924005030621760e-24
4.950000000000000000e+01 -5.578564070034738524e-24 -7.871001380565921193e-24
4.975000000000000000e+01 2.294806167034355623e-24 1.038047779188425748e-23
5.000000000000000000e+01 -1.034933055930406607e-24 -2.950435097907834532e-24
5.025000000000000000e+01 -4.566433501576789752e-24 1.058914601972371420e-23
5.050000000000000000e+01 -7.987528504873682675e-24 -9.494722215752326442e-24
5.075000000000000000e+01 3.544643032400848512e-24 6.694778554598994191e-24
5.100000000000000000e+01 1.189162582052695911e-24 2.618132913077491644e-24
5.125000000000000000e+01 -8.708629526865157126e-25 2.635257681314966642e-24
5.150000000000000000e+01 -5.175472271831398011e-24 2.789714038000796786e-25
5.175000000000000000e+01 6.216779074179275960e-24 -2.554440569858608767e-24
5.200000000000000000e+01 2.881647113906047470e-24 3.723957631937520619e-25
5.225000000000000000e+01 -6.880079633588412377e-24 5.682783760858143778e-24
5.250000000000000000e+01 4.334660201938451886e-24 -8.543982494563012823e-25
5.275000000000000000e+01 -1.586570296736980748e-24 -5.600379780584905038e-25
5.300000000000000000e+01 -2.668327324038454168e-24 -4.567547332896578830e-25
5.325000000000000000e+01 -8.712184571860309467e-24 7.791231073585588407e-24
5.350000000000000000e+01 9.350637619048909689e-24 -3.794795825921578354e-24
5.375000000000000000e+01 -3.250155305893906773e-24 3.705417698694524235e-24
5.400000000000000000e+01 6.159477006509136768e-24 -1.450966732241943525e-23
5.425000000000000000e+01 8.085585330472950425e-24 -3.956636380680763431e-24
5.450000000000000000e+01 9.382506013117110303e-24 4.246226243456770627e-25
5.475000000000000000e+01 -2.900434059691968328e-24 1.512925946098589829e-24
5.500000000000000000e+01 2.343617422957590746e-24 -5.510061933880342565e-24
5.525000000000000000e+01 1.940700746434413491e-24 2.705256688949371128e-24
5.550000000000000000e+01 1.091419958232532334e-23 1.232659133145779267e-24
5.575000000000000000e+01 -2.777986966665964631e-24 -2.710295710971682948e-24
5.600000000000000000e+01 5.413632116662264705e-24 -5.054230875726212722e-24
5.625000000000000000e+01 -6.381919478463583921e-24 1.502069943934953755e-23
5.650000000000000000e+01 1.087189576405531699e-23 1.128956985224623978e-24
5.675000000000000000e+01 -3.645696325147573260e-24 8.386255468938194330e-24
5.700000000000000000e+01 3.517640196665878191e-24 -7.338513585118530870e-24
5.725000000000000000e+01 -6.110102153319261808e-25 5.516993803537768443e-26
5.750000000000000000e+01 8.232133195097360421e-24 2.320656500227687874e-24
5.775000000000000000e+01 -8.652306809760041639e-24 3.332036432610224467e-24
5.800000000000000000e+01 4.099281085248700122e-24 1.409777180781273189e-23
5.825000000000000000e+01 -1.267826971693710325e-23 -3.961350044009205658e-24
5.850000000000000000e+01 -1.909817445316544573e-24 -7.867864113757666221e-24
5.875000000000000000e+01 -1.530640397415296887e-24 -3.416478269703100783e-24
5.900000000000000000e+01 4.674144037724859571e-25 -2.240381352636474893e-24
5.925000000000000000e+01 2.403072554473725077e-24 9.682294160102961428e-25
5.950000000000000000e+01 1.862565482016939299e-24 1.322870082814982495e-24
5.975000000000000000e+01 -2.375884980256761636e-24 -5.813828215877742475e-24
6.000000000000000000e+01 -1.208194922524299201e-23 9.155554037481781035e-24
6.025000000000000000e+01 -2.060591849023773197e-24 -1.363494015808527722e-23
6.050000000000000000e+01 8.191358005855042881e-25 6.835509758485419565e-24
6.075000000000000000e+01 8.970343406421947021e-24 -1.305336814036249516e-24
6.100000000000000000e+01 -5.383017143966666679e-25 -1.958506096646782762e-24
6.125000000000000000e+01 -4.275631539740149096e-24 -5.299267384494260973e-24
6.150000000000000000e+01 -5.153092987274046585e-24 -6.707378720662678850e-24
6.175000000000000000e+01 -1.879806432296209048e-24 -6.296717409500532990e-24
6.200000000000000000e+01 1.026388990124552033e-23 4.523344802901139865e-24
6.225000000000000000e+01 -4.721463239243560741e-27 3.602313146092078913e-27
6.250000000000000000e+01 -1.956081615853422823e-24 2.615435649573192875e-24
6.275000000000000000e+01 -4.651793038062995357e-24 3.499150985585332294e-24
6.300000000000000000e+01 5.670733672510504834e-24 6.488736145749790496e-25
6.325000000000000000e+01 -1.760213129190587488e-24 2.614081841504797109e-24
6.350000000000000000e+01 1.904238596743082648e-24 7.492919573488939363e-24
6.375000000000000000e+01 -1.144582734977316926e-24 4.643413193159691057e-24
6.400000000000000000e+01 1.412914636674327595e-23 4.641712449861806734e-24
6.425000000000000000e+01 -5.759065856109436889e-24 -5.152655758831795071e-24
6.450000000000000000e+01 -3.825412165673067226e-24 -5.705686782245897608e-24
6.475000000000000000e+01 -8.997864852221974731e-25 -9.628810440173284966e-25
6.500000000000000000e+01 8.099202976246091917e-24 -3.950350879756386438e-24
6.525000000000000000e+01 -5.561090676809744519e-24 9.720851413112475350e-26
6.550000000000000000e+01 3.492894785402781769e-24 1.205935455163860019e-23
6.575000000000000000e+01 -1.801269474882538161e-24 -1.021015202443514303e-23
6.600000000000000000e+01 1.206179580814523842e-23 6.046539183646399987e-24
6.625000000000000000e+01 -2.762620375764332175e-24 -4.419647174137872229e-24
6.650000000000000000e+01 -2.438408103177375090e-25 3.983346265450497840e-25
6.675000000000000000e+01 -3.289200466934995100e-24 -7.708344172218919396e-24
6.700000000000000000e+01 -1.376539808742471080e-24 4.577781766534589376e-24
6.725000000000000000e+01 -5.050450474672766764e-24 -4.467399909586904928e-24
6.750000000000000000e+01 -3.883151867894979563e-24 4.564157926564528213e-24
6.775000000000000000e+01 -3.065544266981473551e-24 -4.405973711138752751e-24
6.800000000000000000e+01 2.906596518977880176e-24 -2.230352214064546498e-24
6.825000000000000000e+01 -7.559008936846387815e-24 -6.262722552381526187e-24
6.850000000000000000e+01 6.555236092891539801e-24 9.593401491769491431e-24
6.875000000000000000e+01 4.563392254581188903e-24 -6.619160148677190999e-24
6.900000000000000000e+01 6.968824018594332746e-26 8.785724596783211768e-24
6.925000000000000000e+01 -3.311200379607233189e-24 -4.590377325449219602e-24
6.950000000000000000e+01 -1.004741401755339487e-25 -1.459303687634024295e-24
6.975000000000000000e+01 -2.203729754735760406e-24 1.505290860955820871e-24
7.000000000000000000e+01 8.716632766621422908e-24 7.492473474452940035e-24
7.025000000000000000e+01 4.453080648942103863e-24 9.430662530377386320e-25
7.050000000000000000e+01 3.602902931646794063e-24 -1.607373485786211904e-24
7.075000000000000000e+01 -3.708580507678781879e-24 -6.930442799292284389e-24
7.100000000000000000e+01 -4.325008213078318410e-24 6.716664920831392504e-24
7.125000000000000000e+01 -6.847206305493790548e-24 -1.185264366824361699e-24
7.150000000000000000e+01 1.405264704123300596e-24 6.584472638108535974e-24
7.175000000000000000e+01 -1.926823628715115767e-24 -4.834629032575160440e-24
7.200000000000000000e+01 4.690184790526318151e-24 2.998802833166816236e-24
7.225000000000000000e+01 4.487120064234418902e-24 7.315113296601231462e-24
7.250000000000000000e+01 -1.433543871524672056e-24 7.112468980956726230e-24
7.275000000000000000e+01 3.017264967199445658e-24 1.913965314057779002e-24
7.300000000000000000e+01 8.768818448986013020e-24 4.694425027744174754e-24
7.325000000000000000e+01 2.418745433913064706e-25 -3.855066082528801582e-24
7.350000000000000000e+01 1.028101084989626428e-23 -1.334519481289411143e-24
7.375000000000000000e+01 1.383621707195741230e-23 -1.922836325426474109e-24
7.400000000000000000e+01 -3.248334629221233132e-24 -6.780830057770783178e-24
7.425000000000000000e+01 -3.544686512480184177e-24 7.387620744727052364e-25
7.450000000000000000e+01 -7.401870580796433867e-24 -4.832509551249139896e-24
7.475000000000000000e+01 -1.202363950040473641e-24 -4.885210254190591013e-25
7.500000000000000000e+01 4.022738451573537626e-25 4.741122475681014873e-24
7.525000000000000000e+01 2.185444928291092245e-24 -6.387012129819343513e-24
7.550000000000000000e+01 1.325958527184377676e-24 3.814363716044653164e-24
7.575000000000000000e+01 3.959125858652350692e-24 1.800416698188396243e-24
7.600000000000000000e+01 7.270283326752353865e-25 2.820243924543009580e-24
7.625000000000000000e+01 1.532761103986525250e-24 1.346455918864914690e-24
7.650000000000000000e+01 -3.056442510577703300e-24 -2.073291181421401602e-24
7.675000000000000000e+01 3.037185041105110410e-24 -2.868842353413750233e-24
7.700000000000000000e+01 1.518590350790206274e-24 4.158615563820765906e-24
7.725000000000000000e+01 1.445873320092447933e-24 -8.773449527156762432e-24
7.750000000000000000e+01 -5.567367018115686967e-24 5.712284069094008346e-24
7.775000000000000000e+01 -1.272464327840182753e-23 -3.307081534393545134e-24
7.800000000000000000e+01 -7.173248495000446344e-24 -1.550791972441752679e-24
7.825000000000000000e+01 1.853323697320802165e-26 -2.530147084411643026e-24
7.850000000000000000e+01 1.610605999879577907e-25 1.100463090123595767e-24
7.875000000000000000e+01 6.607402323662639652e-24 2.944560529722851404e-24
7.900000000000000000e+01 -1.783760782297755288e-26 1.300030193729363178e-24
7.925000000000000000e+01 -1.427108946433093244e-24 2.452242603484396660e-24
7.950000000000000000e+01 -2.610746248135305920e-24 5.385257012520533261e-24
7.975000000000000000e+01 6.273689614785399064e-24 -7.000285524406966494e-24
8.000000000000000000e+01 -6.041856242197646515e-24 -3.108815034370897386e-24
8.025000000000000000e+01 -2.979581778211648603e-24 4.759737752203748278e-25
8.050000000000000000e+01 -3.459941447765903595e-24 -4.309865820756685327e-24
8.075000000000000000e+01 7.233787345951150453e-24 6.364633214486956303e-25
8.100000000000000000e+01 1.242359562997873780e-24 -1.851237715548346201e-24
8.125000000000000000e+01 -1.890524370801318987e-24 3.214178379115861244e-24
8.150000000000000000e+01 3.304538378613442470e-24 1.642252623789737144e-24
8.175000000000000000e+01 2.279088931416062099e-25 -6.676226683133723000e-24
8.200000000000000000e+01 -2.458779861840052864e-25 -3.426105776194626291e-24
8.225000000000000000e+01 1.323255447271547820e-24 -5.175832647590902887e-24
8.250000000000000000e+01 -5.814121620794632635e-25 2.029191054265888798e-24
8.275000000000000000e+01 -2.555416813946814954e-24 -8.547649049707036076e-25
8.300000000000000000e+01 -1.234155588700812294e-24 -7.226461206136981899e-24
8.325000000000000000e+01 -7.851922426245756078e-25 -6.012505572990452085e-25
8.350000000000000000e+01 2.706888183912511882e-24 -3.269622699306156362e-24
8.375000000000000000e+01 1.918775371804638879e-24 -7.417963926352228901e-24
8.400000000000000000e+01 -3.948784924322605301e-24 5.411907911515280647e-24
8.425000000000000000e+01 -3.070404499877699430e-24 3.308571123851014786e-24
8.450000000000000000e+01 1.715692902753715687e-24 2.857541906325840133e-24
8.475000000000000000e+01 3.163461691387739515e-24 -5.099845947956197931e-25
8.500000000000000000e+01 -5.414632994771832989e-25 2.484313136265608317e-24
8.525000000000000000e+01 -1.287679036444590834e-24 3.133043304688864374e-24
8.550000000000000000e+01 -3.232879122675744291e-24 -1.340693496566567723e-24
8.575000000000000000e+01 1.928101268149050606e-24 -9.178065641981384161e-24
8.600000000000000000e+01 -5.936123408415092186e-24 -1.011329215912690215e-23
8.625000000000000000e+01 -4.591294770005024443e-24 3.958826345434466470e-24
8.650000000000000000e+01 5.409075850436191858e-24 -9.967298243703015367e-25
8.675000000000000000e+01 5.941127258844411118e-24 -3.248300248224140964e-24
8.700000000000000000e+01 2.134860409027512052e-24 -6.961544399746878148e-24
8.725000000000000000e+01 -1.598216199751453926e-24 2.176795537215101422e-24
8.750000000000000000e+01 -5.238638381919791189e-24 1.874445878513509477e-24
8.775000000000000000e+01 2.342278732758632129e-24 3.546054270546244979e-26
8.800000000000000000e+01 -1.014086178401155110e-24 1.134733591526164890e-24
8.825000000000000000e+01 7.957606300137739965e-24 1.213511212025953467e-24
8.850000000000000000e+01 -3.769876457610415133e-24 -8.129287393451386073e-24
8.875000000000000000e+01 5.822283071882201424e-24 1.501279499346497218e-24
8.900000000000000000e+01 -1.664173889635566673e-24 1.343178478350574706e-24
8.925000000000000000e+01 1.883494274545125274e-24 -3.124779571578701209e-24
8.950000000000000000e+01 9.035141219602695862e-24 -1.323467182075396186e-24
8.975000000000000000e+01 -2.157249942741512948e-24 -7.481323397789677376e-25
9.000000000000000000e+01 -5.032912686406284050e-24 -4.588410362340973206e-24
9.025000000000000000e+01 7.544713282534515298e-24 8.186114558049260587e-24
9.050000000000000000e+01 3.623941167666987449e-24 6.753178752875098840e-25
9.075000000000000000e+01 -4.665336748995213707e-25 -1.038686601687633241e-24
9.100000000000000000e+01 4.728100224340619062e-24 -3.204661885761107827e-24
9.125000000000000000e+01 6.470613888217051448e-24 -4.342696836740759725e-24
9.150000000000000000e+01 -7.521417066247362415e-24 2.577755513831512497e-24
9.175000000000000000e+01 -8.023868081361187133e-24 -6.681476388833730076e-25
9.200000000000000000e+01 -7.605298533131900684e-24 5.017931117039447108e-24
9.225000000000000000e+01 1.504098661628124163e-24 -7.376353837095011357e-24
9.250000000000000000e+01 2.882709589885514328e-24 -7.545205966549396834e-24
9.275000000000000000e+01 8.041852368269794023e-24 -1.419174214007762468e-24
9.300000000000000000e+01 8.235888173316249072e-24 -7.246459257716960113e-24
9.325000000000000000e+01 8.079175469417610248e-24 4.157999029428764207e-24
9.350000000000000000e+01 5.117259851703297858e-25 3.194127467190240313e-25
9.375000000000000000e+01 6.986963456812313512e-25 -4.315555973706738487e-24
9.400000000000000000e+01 -9.112800479342259036e-24 -4.638660481065702341e-24
9.425000000000000000e+01 1.267422551109569907e-23 3.842843610232256379e-24
