# frequency/[Hz] Re(h)/[1/Hz] Im(h)/[1/Hz]
1.225000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.275000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.325000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.350000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.375000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.425000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.450000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.475000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.525000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.550000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.575000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.625000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.675000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.725000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.775000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.825000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.875000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.925000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.950000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.975000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 2.051782336225654514e-23 7.658788900306703575e-24
2.025000000000000000e+01 -5.995374720675073762e-23 7.619338570697074688e-23
2.050000000000000000e+01 -2.163034639245278737e-23 -6.983752662148472172e-23
2.075000000000000000e+01 6.939040316939808960e-23 3.589490508910099462e-23
2.100000000000000000e+01 1.184529535012548226e-22 1.944631633409765852e-22
2.125000000000000000e+01 5.865484760352606333e-23 6.282227474117157405e-24
2.150000000000000000e+01 3.574676827576612110e-23 -3.038377079679781234e-23
2.175000000000000000e+01 -4.015979397788588034e-23 4.019829120720360062e-23
2.200000000000000000e+01 -1.377654161266167385e-23 -3.429012350194235557e-23
2.225000000000000000e+01 -1.312869970849792511e-22 -2.813049026555505823e-23
2.250000000000000000e+01 -4.604079358470948888e-23 -7.507910738239207555e-24
2.275000000000000000e+01 2.274913999049465576e-23 -8.329248320142592550e-23
2.300000000000000000e+01 -1.024200393687476780e-22 -3.416830718953496308e-23
2.325000000000000000e+01 -7.934277020737689099e-23 1.333364663000288696e-23
2.350000000000000000e+01 -5.172034909925467360e-23 1.500855450280134374e-23
2.375000000000000000e+01 -6.012659266572180863e-23 -3.109244745867961084e-23
2.400000000000000000e+01 -1.784765578241708331e-23 -4.936192408294228647e-23
2.425000000000000000e+01 -1.483067904609141347e-23 -4.135621521011422528e-24
2.450000000000000000e+01 5.042569768601809785e-23 6.678978583474528991e-24
2.475000000000000000e+01 -4.642680081936134149e-24 -3.019051124784730385e-23
2.500000000000000000e+01 -8.937063934628773776e-23 -2.366696052944158950e-23
2.525000000000000000e+01 1.123004043789192654e-23 8.499059087314134824e-23
2.550000000000000000e+01 -3.662991087631399671e-23 -1.085276423173827199e-23
2.575000000000000000e+01 -3.559225953937708071e-23 2.882703090229223472e-23
2.600000000000000000e+01 -3.370391990186683900e-23 1.340368392861024106e-23
2.625000000000000000e+01 1.005802343512510681e-23 -1.396570232115620286e-23
2.650000000000000000e+01 -1.655699998348770114e-23 -3.742002903153799619e-23
2.675000000000000000e+01 -3.145700056095446329e-24 1.684679571092338603e-23
2.700000000000000000e+01 1.584632003898845106e-23 -3.410488005633718958e-23
2.725000000000000000e+01 5.514883662259064914e-23 1.973512785982146566e-23
2.750000000000000000e+01 3.109850334174048889e-23 -1.371392455695825387e-23
2.775000000000000000e+01 -3.640075330482856165e-23 1.047749580976897612e-23
2.800000000000000000e+01 -3.229220551837273539e-24 4.517672037020746047e-23
2.825000000000000000e+01 7.762422246565730895e-24 -7.789957905023596305e-24
2.850000000000000000e+01 1.662068331586792965e-23 -2.758181630954166596e-23
2.875000000000000000e+01 -6.116716286817502031e-24 -9.209334346156000272e-24
2.900000000000000000e+01 -2.541620513767288221e-23 -4.720607339512054322e-24
2.925000000000000000e+01 1.059001663255735636e-23 -2.407092004491064306e-23
2.950000000000000000e+01 -1.411208506692494333e-24 -6.111462956121425774e-24
2.975000000000000000e+01 -6.826029677274019299e-24 2.276209313793540192e-23
3.000000000000000000e+01 3.135417428444626164e-23 2.324624264476071915e-23
3.025000000000000000e+01 1.991468065562890378e-23 7.008477143666530249e-24
3.050000000000000000e+01 4.700468933174512820e-24 -3.472977839311216688e-24
3.075000000000000000e+01 2.857114939940220579e-23 1.674308902093897902e-23
3.100000000000000000e+01 -2.642600662316308235e-23 -7.088565247105454219e-24
3.125000000000000000e+01 3.462036723673498318e-23 4.590345388748163550e-24
3.150000000000000000e+01 1.405046048884260581e-23 1.498712239400725376e-24
3.175000000000000000e+01 -4.491072346130390531e-24 8.698996135774943051e-24
3.200000000000000000e+01 1.428942610613554356e-23 3.150276683848900449e-23
3.225000000000000000e+01 -2.237516593044955221e-23 -1.434412113707434702e-23
3.250000000000000000e+01 3.043230569127459328e-24 -4.523626694514501180e-24
3.275000000000000000e+01 1.254667728833868604e-23 -1.462446885740540290e-23
3.300000000000000000e+01 3.891957057645656982e-24 -1.417186204686564670e-23
3.325000000000000000e+01 -2.432988451493599154e-23 -3.262529237753564158e-23
3.350000000000000000e+01 -1.413765079691446485e-23 -6.725425906744584582e-24
3.375000000000000000e+01 5.136251297029324677e-25 -1.493335707960761351e-23
3.400000000000000000e+01 1.243632377792735986e-23 7.815448376924248201e-24
3.425000000000000000e+01 1.533929312385507499e-23 -2.089321456044066382e-23
3.450000000000000000e+01 6.779923955161900016e-24 2.533777225629752131e-23
3.475000000000000000e+01 1.202209330643743338e-23 -1.399279646216761796e-23
3.500000000000000000e+01 -1.185907329949188656e-23 4.474668660963003057e-24
3.525000000000000000e+01 1.389041393589416718e-23 3.166470587293825395e-24
3.550000000000000000e+01 -1.924083819885817719e-23 -2.119895773141801136e-23
3.575000000000000000e+01 -4.521109248891658979e-26 3.769475911278770603e-24
3.600000000000000000e+01 -7.607754056158953794e-24 3.589073336824931345e-24
3.625000000000000000e+01 3.090498494183037729e-24 1.220658690033904553e-23
3.650000000000000000e+01 9.452533180379281297e-24 -1.449851708215502697e-23
3.675000000000000000e+01 -1.247058245954788016e-23 8.281186624262380128e-24
3.700000000000000000e+01 -1.655089739704058888e-23 -1.426652136176676501e-25
3.725000000000000000e+01 -4.962670959585312986e-24 4.914416919681531288e-24
3.750000000000000000e+01 1.357213584405944230e-23 -5.983693766369011631e-24
3.775000000000000000e+01 -2.032706802315233317e-24 -8.974566881610733146e-24
3.800000000000000000e+01 2.263989675057457510e-24 -1.226784764736949001e-23
3.825000000000000000e+01 -2.313517002461697741e-24 -3.953761603799105957e-24
3.850000000000000000e+01 2.129950154701461013e-23 -1.379039482655393309e-23
3.875000000000000000e+01 2.865572218544204768e-24 8.025079176924856910e-24
3.900000000000000000e+01 1.402368737596174583e-24 4.132586973938073394e-24
3.925000000000000000e+01 3.251858208288041874e-24 1.663504756463007139e-24
3.950000000000000000e+01 -7.557762218495553999e-24 1.541064216724657099e-23
3.975000000000000000e+01 -1.531449088790797138e-23 4.651434260716564076e-24
4.000000000000000000e+01 1.805989864988697265e-23 2.446087622940934362e-23
4.025000000000000000e+01 -6.763294721994732312e-24 -1.271228705981834918e-23
4.050000000000000000e+01 1.233526885255170248e-23 1.046974086293175103e-23
4.075000000000000000e+01 -1.267735804728671676e-23 -1.696712308180775004e-23
4.100000000000000000e+01 -1.723350236341173587e-24 1.295056743598209501e-23
4.125000000000000000e+01 8.085383805966184158e-24 -7.095292695252758256e-24
4.150000000000000000e+01 6.353514804944637766e-24 -3.293970552328857884e-24
4.175000000000000000e+01 9.704409441264118665e-26 -1.089402963709152823e-24
4.200000000000000000e+01 3.941920398596447208e-24 2.392172702657201892e-23
4.225000000000000000e+01 2.418866693057373635e-24 9.760801917734323852e-24
4.250000000000000000e+01 -1.535445816013067775e-23 1.102495785297750121e-23
4.275000000000000000e+01 1.102858766990582438e-23 -7.747521624738468932e-24
4.300000000000000000e+01 -5.574985191772637151e-26 3.879693799995220008e-24
4.325000000000000000e+01 3.141396744084654638e-24 -2.791175616162075503e-24
4.350000000000000000e+01 -7.634245156671550814e-24 2.427627507462804445e-23
4.375000000000000000e+01 1.964144148422658510e-23 -1.334302490133322145e-23
4.400000000000000000e+01 -1.099798409143593318e-24 9.413628729657522782e-24
4.425000000000000000e+01 1.097722274443185914e-23 5.176384692032179050e-24
4.450000000000000000e+01 -4.583096268436079831e-26 -6.958343250502958942e-24
4.475000000000000000e+01 1.682848621066860034e-23 9.547582917829439207e-24
4.500000000000000000e+01 -9.929131308717856302e-25 8.866908438207077023e-24
4.525000000000000000e+01 -5.839865862096215430e-24 4.007090507939887560e-24
4.550000000000000000e+01 1.952215958124794469e-24 1.348825190067555843e-23
4.575000000000000000e+01 1.221117242377541136e-24 -8.528282700092072753e-24
4.600000000000000000e+01 -1.452536759740560075e-23 5.001116911168402865e-25
4.625000000000000000e+01 2.184947831842396738e-23 1.770960903509828766e-24
4.650000000000000000e+01 -6.634290070450898994e-24 8.199639334587470954e-24
4.675000000000000000e+01 1.200591535207739728e-23 -1.744177051740888524e-23
4.700000000000000000e+01 -8.813470315522296826e-24 -6.773807569608063572e-24
4.725000000000000000e+01 3.324692887195223308e-24 -1.680099094494980740e-25
4.750000000000000000e+01 2.421464515166162592e-24 -8.250170487256094452e-24
4.775000000000000000e+01 -8.820630210535677206e-24 2.949712768417513826e-24
4.800000000000000000e+01 -4.909179587994663213e-24 4.874759665806362483e-24
4.825000000000000000e+01 -2.158601537866825772e-25 -3.463537448815651069e-24
4.850000000000000000e+01 -3.089154203529307553e-24 3.723924933543008790e-24
4.875000000000000000e+01 1.440080062491287544e-23 -3.398939615983726211e-24
4.900000000000000000e+01 -1.102605194393176302e-23 -1.944106161617426742e-24
4.925000000000000000e+01 4.900763540677155175e-24 -7.082218107962758604e-24
4.950000000000000000e+01 -3.344835974269048362e-25 -1.446665692440494316e-23
4.975000000000000000e+01 -6.013561884362631969e-24 1.255300525689459508e-23
5.000000000000000000e+01 -1.042448575607156236e-23 -3.580834649754175448e-24
5.025000000000000000e+01 1.805323388343438292e-24 1.160352973340387305e-23
5.050000000000000000e+01 -1.269406876841903060e-24 -1.061085902761916787e-23
5.075000000000000000e+01 -1.257152181124365851e-23 -8.790721971020725815e-24
5.100000000000000000e+01 -3.720738473686435869e-25 7.479675405878364630e-24
5.125000000000000000e+01 2.467458400017592382e-24 3.470875415697353027e-24
5.150000000000000000e+01 9.008176917368005461e-24 -1.135451692513770352e-23
5.175000000000000000e+01 4.621150390942938208e-25 1.251244601927486360e-24
5.200000000000000000e+01 6.240593411552652988e-24 -5.838981504679656526e-25
5.225000000000000000e+01 -3.281810207146146240e-24 -3.297672463632688913e-24
5.250000000000000000e+01 -2.006983372442783126e-24 -8.866967714956208977e-24
5.275000000000000000e+01 -2.887579106856709948e-24 -5.866747140728259638e-24
5.300000000000000000e+01 7.132793134950752782e-24 1.251381240316729734e-24
5.325000000000000000e+01 6.148844727834385883e-24 -1.072896798097862706e-23
5.350000000000000000e+01 -4.436961905244684706e-24 4.328805035372266960e-24
5.375000000000000000e+01 -5.090672761211430654e-24 8.628463383776133405e-24
5.400000000000000000e+01 3.115460476590704720e-24 7.136230461171522723e-24
5.425000000000000000e+01 -7.199751167698409980e-24 -4.433494957828331062e-24
5.450000000000000000e+01 6.865000066450614685e-24 -1.352369156181776812e-24
5.475000000000000000e+01 -4.972991871619268707e-24 -7.613384629816183326e-25
5.500000000000000000e+01 4.081386462040340412e-24 -6.137483077470478635e-24
5.525000000000000000e+01 -1.798771396749774888e-24 -6.059368554396903229e-24
5.550000000000000000e+01 4.900794822706549819e-24 -8.797691903855422341e-24
5.575000000000000000e+01 -7.400338023591833940e-24 2.293510841064027985e-24
5.600000000000000000e+01 -1.766957313082121473e-24 -1.636590515239466290e-23
5.625000000000000000e+01 -4.224375960601773275e-24 6.235152342870403493e-24
5.650000000000000000e+01 4.497009622420341253e-24 1.396687246559648034e-23
5.675000000000000000e+01 -4.000259431218212836e-24 -9.306642382728735241e-24
5.700000000000000000e+01 1.858761993860012674e-24 -1.483867986231110516e-24
5.725000000000000000e+01 -1.450603273732254612e-23 -8.142168856719141483e-25
5.750000000000000000e+01 7.954881109589863419e-24 -8.857010165298727726e-24
5.775000000000000000e+01 -3.323548498375107109e-24 1.061932973254564025e-24
5.800000000000000000e+01 8.308938059926979437e-24 2.492721961206839593e-24
5.825000000000000000e+01 -5.236125784832561277e-24 -5.971235571089493330e-24
5.850000000000000000e+01 -5.351127092225543765e-24 -2.488665724085384319e-24
5.875000000000000000e+01 -4.260263429249315827e-24 -3.946798352426674351e-24
5.900000000000000000e+01 2.566177155968266889e-24 9.181434009345413071e-24
5.925000000000000000e+01 -5.545924527607395286e-24 -1.150633659071879164e-23
5.950000000000000000e+01 -6.894486967204019811e-24 4.956675543059340728e-24
5.975000000000000000e+01 1.551931742282366730e-24 -5.376973406255231495e-24
6.000000000000000000e+01 1.168967653562065865e-24 -4.302396478563701411e-24
6.025000000000000000e+01 -4.541036869012537174e-24 -9.299225396061301197e-24
6.050000000000000000e+01 5.184231376815891693e-24 2.652159264628440288e-24
6.075000000000000000e+01 -2.522215799017608607e-24 6.635192939730305065e-24
6.100000000000000000e+01 -3.335894456552441465e-24 -1.252381567964988650e-24
6.125000000000000000e+01 -3.149338889581261925e-24 -1.240616499331473578e-23
6.150000000000000000e+01 -2.010465964915715213e-24 6.965974060409136959e-24
6.175000000000000000e+01 -2.904665999858324593e-24 -2.545675948716270985e-24
6.200000000000000000e+01 5.485132580166284402e-26 -7.885419281081850370e-24
6.225000000000000000e+01 -1.416018720367651840e-24 -6.459736237670805236e-24
6.250000000000000000e+01 1.222716704498808151e-24 3.153143195057570294e-24
6.275000000000000000e+01 -2.975738590374862754e-24 -8.742757842853412879e-25
6.300000000000000000e+01 1.672045886151299288e-24 -1.352501291964255542e-24
6.325000000000000000e+01 -4.591064276530654308e-24 1.931935991596563768e-24
6.350000000000000000e+01 3.237266421617039394e-24 2.118654750943094269e-24
6.375000000000000000e+01 5.977941268850817642e-25 9.245252078737773929e-25
6.400000000000000000e+01 5.056475945242641702e-24 1.066316179409651854e-23
6.425000000000000000e+01 -8.930724352700293356e-25 2.673194628633892378e-24
6.450000000000000000e+01 1.431322921945163528e-23 5.563123193303428113e-24
6.475000000000000000e+01 -9.669783153938791704e-24 -5.535216016763840083e-24
6.500000000000000000e+01 2.972635537195254913e-24 -1.520132967790187974e-24
6.525000000000000000e+01 4.839467726287702793e-25 -4.681263448739539393e-24
6.550000000000000000e+01 -1.434644220013083065e-24 8.450507976742421523e-24
6.575000000000000000e+01 -2.247313088369701363e-24 2.536447593194995229e-24
6.600000000000000000e+01 6.923875635664812259e-25 3.833265844351789870e-24
6.625000000000000000e+01 6.529233368098513528e-24 -4.237221831948598349e-24
6.650000000000000000e+01 4.647105364093748474e-24 9.623419894726184456e-24
6.675000000000000000e+01 -5.343710057344352280e-24 5.365725174847503858e-26
6.700000000000000000e+01 -2.927349146889654942e-24 1.162961246963206010e-23
6.725000000000000000e+01 1.017288211231112422e-23 -7.979793238850042191e-24
6.750000000000000000e+01 -4.178139071787980994e-24 -6.075310372026106551e-24
6.775000000000000000e+01 -3.547875034407133126e-24 -1.092046011979479782e-23
6.800000000000000000e+01 -3.512769491441018316e-24 3.214413022411993824e-24
6.825000000000000000e+01 2.284038909333827973e-24 6.288087663384717412e-24
6.850000000000000000e+01 2.413574921760812905e-25 2.552740967397196923e-24
6.875000000000000000e+01 7.360894669509826946e-24 -6.503915597903283542e-24
6.900000000000000000e+01 8.553856838970667455e-24 -1.176613095696270207e-24
6.925000000000000000e+01 1.095852083828737038e-24 -7.631676820084155568e-24
6.950000000000000000e+01 7.818183032228014517e-24 4.856144241959741997e-25
6.975000000000000000e+01 4.566040864675979395e-24 -1.430399851914195454e-23
7.000000000000000000e+01 1.515042298095104159e-24 5.160550756976293962e-24
7.025000000000000000e+01 -2.363663203867545963e-24 -1.722655967394879964e-24
7.050000000000000000e+01 -5.643522614236918628e-24 1.270823856068879406e-24
7.075000000000000000e+01 8.616895173230552592e-25 -3.780690588004927264e-24
7.100000000000000000e+01 -6.792041974837223272e-24 3.573883362241362363e-24
7.125000000000000000e+01 -1.329924973452804306e-24 -1.076730009625553501e-23
7.150000000000000000e+01 4.460611409781288467e-24 4.609973309745249960e-24
7.175000000000000000e+01 -5.573409692269934263e-24 -8.666748512971829816e-24
7.200000000000000000e+01 -1.959871646665283170e-24 3.308214227755397476e-24
7.225000000000000000e+01 -7.247495236995974315e-24 1.101703329475843096e-23
7.250000000000000000e+01 -4.613931165411799717e-24 4.140123169517113119e-24
7.275000000000000000e+01 8.553157469928432324e-24 -8.073067819060480869e-24
7.300000000000000000e+01 -7.055662402206521065e-24 -1.863486110454948141e-24
7.325000000000000000e+01 -2.949334680324931975e-24 -3.654412155246410961e-24
7.350000000000000000e+01 -7.310377802327004507e-24 5.384170516898210433e-24
7.375000000000000000e+01 -3.803685732309818712e-24 -9.674239851986556998e-24
7.400000000000000000e+01 -5.446536881060552646e-24 -9.286738955761721415e-24
7.425000000000000000e+01 2.594827440240314948e-25 -2.562362680271665621e-24
7.450000000000000000e+01 -2.020991011811340873e-24 -1.700517021523279485e-24
7.475000000000000000e+01 2.947658092616817118e-24 -8.745301416757812689e-25
7.500000000000000000e+01 -4.941504760214496243e-24 -7.245669116177307635e-24
7.525000000000000000e+01 -2.966713454387391675e-24 -6.110263545286602595e-24
7.550000000000000000e+01 -8.151406512647183314e-25 5.119673158806261996e-24
7.575000000000000000e+01 -2.740508834742559815e-25 4.412264310445982192e-25
7.600000000000000000e+01 1.449361344161378805e-24 1.161981866330554154e-23
7.625000000000000000e+01 5.958025284296825271e-24 6.078399876167899948e-24
7.650000000000000000e+01 5.701155256389541614e-24 -2.265091891352534865e-24
7.675000000000000000e+01 2.063980767717172048e-24 -3.394070455538188158e-25
7.700000000000000000e+01 -2.447981937058263625e-24 1.015171112016606309e-23
7.725000000000000000e+01 1.053812449805961975e-23 -9.632463352147598507e-24
7.750000000000000000e+01 1.191353532055218838e-25 -1.829526592761260191e-24
7.775000000000000000e+01 2.858821947633425583e-24 -2.468383171677759654e-24
7.800000000000000000e+01 -4.769442737985186935e-24 -2.480875234882891561e-24
7.825000000000000000e+01 -1.657801747828941584e-24 -2.599745897883303061e-24
7.850000000000000000e+01 4.996598849974982784e-25 4.101638404669557370e-24
7.875000000000000000e+01 -8.774337849265808805e-24 2.127952253022557219e-24
7.900000000000000000e+01 -3.529086097339882056e-24 -1.755167538637153339e-24
7.925000000000000000e+01 1.404784570023449971e-24 3.979247506802842717e-24
7.950000000000000000e+01 1.924068599200222649e-25 -1.428168219623187745e-24
7.975000000000000000e+01 -3.063492595841951698e-24 -1.066724355456705325e-24
8.000000000000000000e+01 2.018186688684672767e-24 1.101955682143241562e-24
8.025000000000000000e+01 6.243308410485515052e-25 -5.416942706516715613e-24
8.050000000000000000e+01 3.031175072264312284e-24 2.202118362158616821e-24
8.075000000000000000e+01 6.851205955596163377e-25 -2.683225962617134280e-24
8.100000000000000000e+01 2.222892797405347763e-24 -1.757096389412779550e-24
8.125000000000000000e+01 1.504907987373170185e-24 -2.057203002019595921e-24
8.150000000000000000e+01 -6.748252323481952409e-25 -2.939266868963302262e-24
8.175000000000000000e+01 7.150957869382999331e-25 8.201475281335595146e-24
8.200000000000000000e+01 -2.192660628607227005e-24 1.590232994476499172e-23
8.225000000000000000e+01 -1.216982732020295000e-23 1.591429128505457556e-25
8.250000000000000000e+01 1.316286031291151493e-24 3.640478119677431137e-24
8.275000000000000000e+01 3.226289426555625491e-24 1.659730441424941184e-24
8.300000000000000000e+01 -1.743161326314430033e-24 9.671266575713422717e-24
8.325000000000000000e+01 2.099767729522712422e-24 -5.756721424722982314e-24
8.350000000000000000e+01 -5.799769056051810211e-24 -6.047192545786760777e-24
8.375000000000000000e+01 5.661984811780792976e-25 -5.373209956059896972e-24
8.400000000000000000e+01 1.158347189448578770e-23 -5.287564140239393290e-24
8.425000000000000000e+01 1.329368823141920447e-24 -7.854618549035531457e-24
8.450000000000000000e+01 3.885976356520312325e-24 -3.848182168466990960e-24
8.475000000000000000e+01 -5.330765532827755997e-24 -4.896678708549364659e-24
8.500000000000000000e+01 -1.290891272249741925e-25 2.536142174825808847e-24
8.525000000000000000e+01 -5.988410187017532592e-24 1.782709250257906348e-24
8.550000000000000000e+01 -2.069470605772379842e-24 1.397794515242247425e-24
8.575000000000000000e+01 7.014831183869973586e-24 3.926413608367761950e-24
8.600000000000000000e+01 -5.827998334389117798e-24 -3.721256944966948704e-24
8.625000000000000000e+01 3.587364317373384602e-24 -2.437438073957354454e-25
8.650000000000000000e+01 -6.124659374172538246e-25 -1.275670412197544056e-24
8.675000000000000000e+01 2.654035009217753813e-24 -5.205450433217564164e-24
8.700000000000000000e+01 5.725961754231746115e-25 -6.801129300897536612e-25
8.725000000000000000e+01 8.784622953451572143e-24 9.338364816403088765e-24
8.750000000000000000e+01 4.156633194350343922e-25 4.017782960592025312e-24
8.775000000000000000e+01 1.579250568191063443e-24 5.853455954001292614e-24
8.800000000000000000e+01 -2.976695634043241890e-24 5.473436138395394056e-24
8.825000000000000000e+01 5.364278142167410844e-24 8.497246402119966025e-24
8.850000000000000000e+01 -7.745228091241576540e-24 4.868822176320055433e-24
8.875000000000000000e+01 -4.148358829199804300e-24 2.370552358388198196e-24
8.900000000000000000e+01 -5.188060418445674349e-24 -1.139513806636110331e-25
8.925000000000000000e+01 1.833911209231616865e-24 7.845646789631340427e-25
8.950000000000000000e+01 4.031846206458454123e-24 2.302998386877335878e-24
8.975000000000000000e+01 -1.154119419653465925e-25 4.625282196746560827e-25
9.000000000000000000e+01 7.290238913602336292e-24 -1.049798252696455949e-23
9.025000000000000000e+01 -6.471212387465284807e-24 1.371217567084988473e-23
9.050000000000000000e+01 -9.205505348589195036e-24 2.345781046526220837e-24
9.075000000000000000e+01 2.808293083132800020e-24 1.706998898016833490e-24
9.100000000000000000e+01 -1.513534139572906917e-23 -6.701453026288103766e-24
9.125000000000000000e+01 -1.159454754614806927e-23 -1.369509249548398156e-23
9.150000000000000000e+01 5.545649421416771691e-24 8.052111640400304135e-24
9.175000000000000000e+01 8.268893631293084123e-24 -3.048069610095906591e-24
9.200000000000000000e+01 1.716965285029530824e-25 7.349091963581969861e-24
9.225000000000000000e+01 -3.790353992770604569e-24 1.640630992211088643e-24
9.250000000000000000e+01 -6.189859420126031087e-24 -5.013707431951257743e-24
9.275000000000000000e+01 5.168790596129198715e-24 4.409529519476075818e-25
9.300000000000000000e+01 6.200648893043429661e-24 -4.962699062228143203e-24
9.325000000000000000e+01 6.094118284652723000e-24 2.745921167823835540e-24
9.350000000000000000e+01 -4.898765803750752244e-24 1.760406160953538818e-24
9.375000000000000000e+01 6.108391936736819961e-24 8.654118556436672042e-26
9.400000000000000000e+01 -8.063009398436428274e-24 -1.498267607218737572e-25
9.425000000000000000e+01 5.111738060224399948e-24 9.371066189172140947e-25
